name,telescope,exptime,jd,date,filename,note,nimages
dark_2460204_180s,B&C,180.0,2460204.8988125003,2023-09-17T09:43:48.96,/local/jack/src/Pouakai/output/master/dark/dark_2460204_180s.fits.gz,good,3.0
dark_2460191_5s,B&C,5.0,2460191.804018565,2023-09-04T07:17:47.23,/local/jack/src/Pouakai/output/master/dark/dark_2460191_5s.fits.gz,good,5.0
dark_2460191_300s,B&C,300.0,2460191.526069509,2023-09-04T07:26:49.84,/local/jack/src/Pouakai/output/master/dark/dark_2460191_300s.fits.gz,good,9.0
dark_2460191_2s,B&C,2.0,2460191.8043969907,2023-09-04T07:02:09.46,/local/jack/src/Pouakai/output/master/dark/dark_2460191_2s.fits.gz,good,5.0
dark_2460191_20s,B&C,20.0,2460191.804120833,2023-09-04T07:17:56.02,/local/jack/src/Pouakai/output/master/dark/dark_2460191_20s.fits.gz,good,5.0
dark_2460191_15s,B&C,15.0,2460191.79884838,2023-09-04T07:10:20.59,/local/jack/src/Pouakai/output/master/dark/dark_2460191_15s.fits.gz,good,5.0
dark_2460191_120s,B&C,120.0,2460191.5734941694,2023-09-04T07:15:43.34,/local/jack/src/Pouakai/output/master/dark/dark_2460191_120s.fits.gz,good,8.0
dark_2460188_60s,B&C,60.0,2460188.7774209143,2023-09-01T06:25:46.57,/local/jack/src/Pouakai/output/master/dark/dark_2460188_60s.fits.gz,good,10.0
dark_2460188_300s,B&C,300.0,2460188.7795925923,2023-09-01T07:05:27.45,/local/jack/src/Pouakai/output/master/dark/dark_2460188_300s.fits.gz,good,10.0
dark_2460188_120s,B&C,120.0,2460188.778159502,2023-09-01T06:26:50.39,/local/jack/src/Pouakai/output/master/dark/dark_2460188_120s.fits.gz,good,10.0
dark_2460188_10s,B&C,10.0,2460188.777260694,2023-09-01T05:58:10.20,/local/jack/src/Pouakai/output/master/dark/dark_2460188_10s.fits.gz,good,10.0
dark_2460188_0s,B&C,0.0,2460188.780226548,2023-09-01T06:07:14.26,/local/jack/src/Pouakai/output/master/dark/dark_2460188_0s.fits.gz,good,100.0
dark_2460136_8s,B&C,8.0,2460136.933509587,2023-07-11T11:40:11.83,/local/jack/src/Pouakai/output/master/dark/dark_2460136_8s.fits.gz,good,6.0
dark_2460136_7s,B&C,7.0,2460136.8812081018,2023-07-11T09:05:13.34,/local/jack/src/Pouakai/output/master/dark/dark_2460136_7s.fits.gz,good,3.0
dark_2460136_4s,B&C,4.0,2460136.8816949464,2023-07-11T09:05:55.34,/local/jack/src/Pouakai/output/master/dark/dark_2460136_4s.fits.gz,good,3.0
dark_2460136_2s,B&C,2.0,2460136.882513812,2023-07-11T09:07:06.16,/local/jack/src/Pouakai/output/master/dark/dark_2460136_2s.fits.gz,good,3.0
dark_2460136_1s,B&C,1.0,2460136.882658218,2023-07-11T09:14:44.77,/local/jack/src/Pouakai/output/master/dark/dark_2460136_1s.fits.gz,good,3.0
dark_2460136_17s,B&C,17.0,2460136.880335185,2023-07-11T09:11:24.09,/local/jack/src/Pouakai/output/master/dark/dark_2460136_17s.fits.gz,good,3.0
dark_2460136_15s,B&C,15.0,2460136.8806537422,2023-07-11T09:04:25.40,/local/jack/src/Pouakai/output/master/dark/dark_2460136_15s.fits.gz,good,3.0
dark_2460136_12s,B&C,12.0,2460136.8809484183,2023-07-11T09:12:17.02,/local/jack/src/Pouakai/output/master/dark/dark_2460136_12s.fits.gz,good,3.0
dark_2460136_10s,B&C,10.0,2460136.8822765048,2023-07-11T09:10:28.59,/local/jack/src/Pouakai/output/master/dark/dark_2460136_10s.fits.gz,good,3.0
dark_2460136_0s,B&C,0.5,2460136.8827910884,2023-07-11T09:07:30.09,/local/jack/src/Pouakai/output/master/dark/dark_2460136_0s.fits.gz,good,3.0
dark_2460123_300s,B&C,300.0,2460123.04405324,2023-06-27T12:52:42.45,/local/jack/src/Pouakai/output/master/dark/dark_2460123_300s.fits.gz,good,3.0
dark_2460123_2s,B&C,2.0,2460123.047646373,2023-06-27T13:19:20.39,/local/jack/src/Pouakai/output/master/dark/dark_2460123_2s.fits.gz,good,3.0
dark_2460123_180s,B&C,180.0,2460123.0493,2023-06-27T13:00:15.77,/local/jack/src/Pouakai/output/master/dark/dark_2460123_180s.fits.gz,good,3.0
dark_2460123_120s,B&C,120.0,2460123.0477903546,2023-06-27T13:19:32.83,/local/jack/src/Pouakai/output/master/dark/dark_2460123_120s.fits.gz,good,3.0
dark_2460053_60s,B&C,60.0,2460053.94160679,2023-04-19T09:55:10.78,/local/jack/src/Pouakai/output/master/dark/dark_2460053_60s.fits.gz,good,3.0
dark_2460053_300s,B&C,300.0,2460053.9141350696,2023-04-19T09:56:21.27,/local/jack/src/Pouakai/output/master/dark/dark_2460053_300s.fits.gz,bad,1.0
dark_2460053_120s,B&C,120.0,2460053.9564299765,2023-04-19T10:56:52.07,/local/jack/src/Pouakai/output/master/dark/dark_2460053_120s.fits.gz,good,3.0
dark_2460053_10s,B&C,10.0,2460053.9579396606,2023-04-19T10:59:02.50,/local/jack/src/Pouakai/output/master/dark/dark_2460053_10s.fits.gz,good,3.0
dark_2459917_5s,B&C,5.0,2459917.9122061343,2022-12-04T09:49:55.40,/local/jack/src/Pouakai/output/master/dark/dark_2459917_5s.fits.gz,bad,2.0
dark_2459917_20s,B&C,20.0,2459917.91259321,2022-12-04T09:54:02.89,/local/jack/src/Pouakai/output/master/dark/dark_2459917_20s.fits.gz,good,3.0
dark_2459917_150s,B&C,150.0,2459917.912945756,2022-12-04T09:54:33.39,/local/jack/src/Pouakai/output/master/dark/dark_2459917_150s.fits.gz,good,3.0
dark_2459917_10s,B&C,10.0,2459917.912356713,2022-12-04T09:57:29.26,/local/jack/src/Pouakai/output/master/dark/dark_2459917_10s.fits.gz,good,3.0
dark_2459831_15s,B&C,15.0,2459831.8789227144,2022-09-09T09:03:30.10,/local/jack/src/Pouakai/output/master/dark/dark_2459831_15s.fits.gz,good,20.0
dark_2459825_5s,B&C,5.0,2459825.9027733244,2022-09-03T09:13:18.64,/local/jack/src/Pouakai/output/master/dark/dark_2459825_5s.fits.gz,good,19.0
dark_2459825_30s,B&C,30.0,2459825.923447222,2022-09-03T09:59:22.06,/local/jack/src/Pouakai/output/master/dark/dark_2459825_30s.fits.gz,good,9.0
dark_2459825_2s,B&C,2.0,2459825.902705141,2022-09-03T10:04:47.32,/local/jack/src/Pouakai/output/master/dark/dark_2459825_2s.fits.gz,good,19.0
dark_2459825_150s,B&C,150.0,2459825.925107112,2022-09-03T09:50:53.00,/local/jack/src/Pouakai/output/master/dark/dark_2459825_150s.fits.gz,good,9.0
dark_2459825_120s,B&C,120.0,2459825.9023476266,2022-09-03T09:57:03.43,/local/jack/src/Pouakai/output/master/dark/dark_2459825_120s.fits.gz,good,18.0
dark_2459825_10s,B&C,10.0,2459825.9024159145,2022-09-03T09:04:48.51,/local/jack/src/Pouakai/output/master/dark/dark_2459825_10s.fits.gz,good,18.0
dark_2459822_300s,B&C,300.0,2459821.7874397337,2022-08-30T18:18:38.90,/local/jack/src/Pouakai/output/master/dark/dark_2459822_300s.fits.gz,good,30.0
dark_2459822_150s,B&C,150.0,2459822.22835934,2022-08-30T17:22:25.72,/local/jack/src/Pouakai/output/master/dark/dark_2459822_150s.fits.gz,good,10.0
dark_2459821_5s,B&C,5.0,2459821.312467744,2022-08-29T19:56:34.13,/local/jack/src/Pouakai/output/master/dark/dark_2459821_5s.fits.gz,good,10.0
dark_2459821_30s,B&C,30.0,2459821.8156456137,2022-08-30T07:34:14.87,/local/jack/src/Pouakai/output/master/dark/dark_2459821_30s.fits.gz,good,10.0
dark_2459821_300s,B&C,300.0,2459821.5540813017,2022-08-29T19:13:28.91,/local/jack/src/Pouakai/output/master/dark/dark_2459821_300s.fits.gz,good,20.0
dark_2459821_2s,B&C,2.0,2459821.3127302546,2022-08-29T20:04:33.00,/local/jack/src/Pouakai/output/master/dark/dark_2459821_2s.fits.gz,good,10.0
dark_2459821_120s,B&C,120.0,2459821.3127978244,2022-08-29T19:19:01.41,/local/jack/src/Pouakai/output/master/dark/dark_2459821_120s.fits.gz,good,10.0
dark_2459821_10s,B&C,10.0,2459821.3125701733,2022-08-29T19:41:30.46,/local/jack/src/Pouakai/output/master/dark/dark_2459821_10s.fits.gz,good,10.0
dark_2459698_6s,B&C,6.0,2459698.266540764,2022-04-28T18:24:36.34,/local/jack/src/Pouakai/output/master/dark/dark_2459698_6s.fits.gz,good,10.0
dark_2459698_5s,B&C,5.0,2459698.2666558563,2022-04-28T18:23:49.65,/local/jack/src/Pouakai/output/master/dark/dark_2459698_5s.fits.gz,good,10.0
dark_2459697_60s,B&C,60.0,2459697.2156209666,2022-04-28T05:15:33.53,/local/jack/src/Pouakai/output/master/dark/dark_2459697_60s.fits.gz,good,20.0
dark_2459697_300s,B&C,300.0,2459697.212099178,2022-04-27T05:06:53.51,/local/jack/src/Pouakai/output/master/dark/dark_2459697_300s.fits.gz,good,20.0
dark_2459696_60s,B&C,60.0,2459696.7233739235,2022-04-27T05:44:18.95,/local/jack/src/Pouakai/output/master/dark/dark_2459696_60s.fits.gz,good,10.0
dark_2459696_300s,B&C,300.0,2459696.7198524075,2022-04-27T05:06:53.51,/local/jack/src/Pouakai/output/master/dark/dark_2459696_300s.fits.gz,good,10.0
dark_2459688_5s,B&C,5.0,2459688.267083796,2022-04-18T18:28:21.91,/local/jack/src/Pouakai/output/master/dark/dark_2459688_5s.fits.gz,good,15.0
dark_2459688_2s,B&C,2.0,2459688.2673456944,2022-04-18T18:23:54.10,/local/jack/src/Pouakai/output/master/dark/dark_2459688_2s.fits.gz,good,15.0
dark_2459688_10s,B&C,10.0,2459688.032984754,2022-04-18T09:26:04.80,/local/jack/src/Pouakai/output/master/dark/dark_2459688_10s.fits.gz,good,40.0
dark_2459688_0s,B&C,0.0,2459687.7771377084,2022-04-17T18:53:23.97,/local/jack/src/Pouakai/output/master/dark/dark_2459688_0s.fits.gz,good,30.0
dark_2459687_4s,B&C,4.0,2459686.90932487,2022-04-16T18:45:58.08,/local/jack/src/Pouakai/output/master/dark/dark_2459687_4s.fits.gz,good,24.0
dark_2459687_1s,B&C,1.5,2459687.2879341897,2022-04-17T18:54:05.53,/local/jack/src/Pouakai/output/master/dark/dark_2459687_1s.fits.gz,good,15.0
dark_2459687_15s,B&C,15.0,2459687.2830035565,2022-04-17T18:47:31.54,/local/jack/src/Pouakai/output/master/dark/dark_2459687_15s.fits.gz,good,15.0
dark_2459687_10s,B&C,10.0,2459687.5518267187,2022-04-17T11:38:44.57,/local/jack/src/Pouakai/output/master/dark/dark_2459687_10s.fits.gz,good,40.0
dark_2459687_0s,B&C,0.0,2459687.286862384,2022-04-17T18:53:23.97,/local/jack/src/Pouakai/output/master/dark/dark_2459687_0s.fits.gz,good,15.0
dark_2459686_4s,B&C,4.0,2459686.282093801,2022-04-16T18:45:58.08,/local/jack/src/Pouakai/output/master/dark/dark_2459686_4s.fits.gz,good,9.0
dark_2459686_2s,B&C,2.0,2459686.5692992574,2022-04-16T18:26:18.15,/local/jack/src/Pouakai/output/master/dark/dark_2459686_2s.fits.gz,good,34.0
dark_2459686_10s,B&C,10.0,2459686.984097739,2022-04-17T11:38:44.57,/local/jack/src/Pouakai/output/master/dark/dark_2459686_10s.fits.gz,good,15.0
dark_2459684_60s,B&C,60.0,2459684.247254398,2022-04-14T17:57:06.71,/local/jack/src/Pouakai/output/master/dark/dark_2459684_60s.fits.gz,good,11.0
dark_2459684_5s,B&C,5.0,2459683.892748486,2022-04-14T06:59:29.22,/local/jack/src/Pouakai/output/master/dark/dark_2459684_5s.fits.gz,good,36.0
dark_2459684_300s,B&C,300.0,2459683.813544484,2022-04-13T18:16:39.23,/local/jack/src/Pouakai/output/master/dark/dark_2459684_300s.fits.gz,good,41.0
dark_2459684_2s,B&C,2.0,2459684.00954494,2022-04-14T11:58:57.08,/local/jack/src/Pouakai/output/master/dark/dark_2459684_2s.fits.gz,good,14.0
dark_2459683_5s,B&C,5.0,2459683.8552306383,2022-04-14T06:59:29.22,/local/jack/src/Pouakai/output/master/dark/dark_2459683_5s.fits.gz,good,28.0
dark_2459683_300s,B&C,300.0,2459683.770303377,2022-04-13T18:16:39.23,/local/jack/src/Pouakai/output/master/dark/dark_2459683_300s.fits.gz,good,34.0
dark_2459683_2s,B&C,2.0,2459683.990053029,2022-04-14T11:58:57.08,/local/jack/src/Pouakai/output/master/dark/dark_2459683_2s.fits.gz,good,6.0
dark_2459683_10s,B&C,10.0,2459683.2555068177,2022-04-13T18:07:28.16,/local/jack/src/Pouakai/output/master/dark/dark_2459683_10s.fits.gz,good,11.0
dark_2459617_60s,B&C,60.0,2459617.444077249,2022-02-07T08:46:31.72,/local/jack/src/Pouakai/output/master/dark/dark_2459617_60s.fits.gz,good,7.0
dark_2459617_300s,B&C,300.0,2459617.442179993,2022-02-07T08:39:23.97,/local/jack/src/Pouakai/output/master/dark/dark_2459617_300s.fits.gz,good,7.0
dark_2459617_120s,B&C,120.0,2459617.443574984,2022-02-07T08:52:39.53,/local/jack/src/Pouakai/output/master/dark/dark_2459617_120s.fits.gz,good,7.0
dark_2459616_60s,B&C,60.0,2459616.8706052466,2022-02-06T09:01:52.13,/local/jack/src/Pouakai/output/master/dark/dark_2459616_60s.fits.gz,good,3.0
dark_2459616_300s,B&C,300.0,2459616.872779513,2022-02-06T08:48:36.32,/local/jack/src/Pouakai/output/master/dark/dark_2459616_300s.fits.gz,good,3.0
dark_2459616_120s,B&C,120.0,2459616.871345023,2022-02-06T08:46:32.44,/local/jack/src/Pouakai/output/master/dark/dark_2459616_120s.fits.gz,good,3.0
dark_2459611_60s,B&C,60.0,2459611.169413272,2022-01-31T16:12:08.94,/local/jack/src/Pouakai/output/master/dark/dark_2459611_60s.fits.gz,good,3.0
dark_2459611_300s,B&C,300.0,2459611.17158642,2022-01-31T16:07:05.07,/local/jack/src/Pouakai/output/master/dark/dark_2459611_300s.fits.gz,good,3.0
dark_2459611_120s,B&C,120.0,2459611.170152585,2022-01-31T15:56:49.55,/local/jack/src/Pouakai/output/master/dark/dark_2459611_120s.fits.gz,good,3.0
dark_2459609_60s,B&C,60.0,2459609.146353935,2022-01-29T07:13:56.67,/local/jack/src/Pouakai/output/master/dark/dark_2459609_60s.fits.gz,good,15.0
dark_2459609_300s,B&C,300.0,2459609.141403264,2022-01-30T07:48:57.41,/local/jack/src/Pouakai/output/master/dark/dark_2459609_300s.fits.gz,good,15.0
dark_2459609_120s,B&C,120.0,2459609.144920332,2022-01-29T07:20:12.08,/local/jack/src/Pouakai/output/master/dark/dark_2459609_120s.fits.gz,good,15.0
dark_2459608_60s,B&C,60.0,2459608.80424044,2022-01-29T07:13:56.67,/local/jack/src/Pouakai/output/master/dark/dark_2459608_60s.fits.gz,good,10.0
dark_2459608_300s,B&C,300.0,2459608.799290046,2022-01-29T07:15:08.27,/local/jack/src/Pouakai/output/master/dark/dark_2459608_300s.fits.gz,good,10.0
dark_2459608_120s,B&C,120.0,2459608.802806968,2022-01-29T07:20:12.08,/local/jack/src/Pouakai/output/master/dark/dark_2459608_120s.fits.gz,good,10.0
dark_2459606_60s,B&C,60.0,2459606.70940882,2022-01-27T05:24:03.94,/local/jack/src/Pouakai/output/master/dark/dark_2459606_60s.fits.gz,good,5.0
dark_2459606_300s,B&C,300.0,2459606.2388740624,2022-01-27T05:07:44.54,/local/jack/src/Pouakai/output/master/dark/dark_2459606_300s.fits.gz,good,10.0
dark_2459606_180s,B&C,180.0,2459606.229680567,2022-01-27T05:15:56.17,/local/jack/src/Pouakai/output/master/dark/dark_2459606_180s.fits.gz,good,10.0
dark_2459606_120s,B&C,120.0,2459606.223107337,2022-01-26T05:39:56.16,/local/jack/src/Pouakai/output/master/dark/dark_2459606_120s.fits.gz,good,10.0
dark_2459605_300s,B&C,300.0,2459604.8969583106,2022-01-24T15:48:34.16,/local/jack/src/Pouakai/output/master/dark/dark_2459605_300s.fits.gz,good,15.0
dark_2459605_180s,B&C,180.0,2459604.892264923,2022-01-24T16:00:11.47,/local/jack/src/Pouakai/output/master/dark/dark_2459605_180s.fits.gz,good,15.0
dark_2459605_120s,B&C,120.0,2459604.886360139,2022-01-26T05:39:56.16,/local/jack/src/Pouakai/output/master/dark/dark_2459605_120s.fits.gz,good,15.0
dark_2459605_0s,B&C,0.0,2459605.775140498,2022-01-26T06:36:44.66,/local/jack/src/Pouakai/output/master/dark/dark_2459605_0s.fits.gz,good,20.0
dark_2459604_60s,B&C,60.0,2459604.466054132,2022-01-25T06:03:58.00,/local/jack/src/Pouakai/output/master/dark/dark_2459604_60s.fits.gz,good,10.0
dark_2459604_300s,B&C,300.0,2459604.4634183217,2022-01-24T15:48:34.16,/local/jack/src/Pouakai/output/master/dark/dark_2459604_300s.fits.gz,good,10.0
dark_2459604_180s,B&C,180.0,2459604.4645077195,2022-01-24T16:00:11.47,/local/jack/src/Pouakai/output/master/dark/dark_2459604_180s.fits.gz,good,10.0
dark_2459604_120s,B&C,120.0,2459604.4615069563,2022-01-25T06:00:35.63,/local/jack/src/Pouakai/output/master/dark/dark_2459604_120s.fits.gz,good,10.0
dark_2459469_60s,B&C,60.0,2459469.2017264813,2021-09-11T16:21:50.48,/local/jack/src/Pouakai/output/master/dark/dark_2459469_60s.fits.gz,good,10.0
dark_2459469_30s,B&C,30.0,2459469.202556169,2021-09-11T16:57:23.83,/local/jack/src/Pouakai/output/master/dark/dark_2459469_30s.fits.gz,good,10.0
dark_2459469_300s,B&C,300.0,2459469.194993183,2021-09-11T16:46:29.80,/local/jack/src/Pouakai/output/master/dark/dark_2459469_300s.fits.gz,good,10.0
dark_2459469_150s,B&C,150.0,2459469.198510648,2021-09-11T16:05:45.93,/local/jack/src/Pouakai/output/master/dark/dark_2459469_150s.fits.gz,good,10.0
dark_2459469_120s,B&C,120.0,2459469.20029176,2021-09-11T17:17:04.33,/local/jack/src/Pouakai/output/master/dark/dark_2459469_120s.fits.gz,good,10.0
dark_2459469_0s,B&C,0.001,2459469.202488918,2021-09-11T17:43:06.59,/local/jack/src/Pouakai/output/master/dark/dark_2459469_0s.fits.gz,good,20.0
dark_2459399_60s,B&C,60.0,2459399.2515946566,2021-07-04T05:59:46.96,/local/jack/src/Pouakai/output/master/dark/dark_2459399_60s.fits.gz,good,6.0
dark_2459399_5s,B&C,5.0,2459399.251818152,2021-07-03T06:12:39.85,/local/jack/src/Pouakai/output/master/dark/dark_2459399_5s.fits.gz,good,6.0
dark_2459399_15s,B&C,15.0,2459399.251958468,2021-07-03T06:12:46.29,/local/jack/src/Pouakai/output/master/dark/dark_2459399_15s.fits.gz,good,6.0
dark_2459399_10s,B&C,10.0,2459399.2517893906,2021-07-04T05:59:19.15,/local/jack/src/Pouakai/output/master/dark/dark_2459399_10s.fits.gz,good,6.0
dark_2459398_60s,B&C,60.0,2459398.753340008,2021-07-03T05:58:10.15,/local/jack/src/Pouakai/output/master/dark/dark_2459398_60s.fits.gz,good,3.0
dark_2459398_5s,B&C,5.0,2459398.7541831792,2021-07-03T06:12:39.85,/local/jack/src/Pouakai/output/master/dark/dark_2459398_5s.fits.gz,good,3.0
dark_2459398_15s,B&C,15.0,2459398.754257523,2021-07-03T06:12:46.29,/local/jack/src/Pouakai/output/master/dark/dark_2459398_15s.fits.gz,good,3.0
dark_2459398_10s,B&C,10.0,2459398.7540513114,2021-07-03T06:05:50.10,/local/jack/src/Pouakai/output/master/dark/dark_2459398_10s.fits.gz,good,3.0
dark_2459397_400s,B&C,400.0,2459397.1422344907,2021-07-01T15:18:05.14,/local/jack/src/Pouakai/output/master/dark/dark_2459397_400s.fits.gz,good,3.0
dark_2459396_60s,B&C,60.0,2459396.7301815585,2021-07-01T05:32:31.56,/local/jack/src/Pouakai/output/master/dark/dark_2459396_60s.fits.gz,good,3.0
dark_2459396_300s,B&C,300.0,2459396.7357545136,2021-07-01T05:34:25.26,/local/jack/src/Pouakai/output/master/dark/dark_2459396_300s.fits.gz,good,3.0
